Region,Date,Cases
JAMBI,Dec-20,8
JAWA BARAT,Dec-20,710
JAWA TENGAH,Dec-20,167
JAWA TIMUR,Dec-20,318
KALIMANTAN BARAT,Dec-20,6
KALIMANTAN SELATA,Dec-20,14
KALIMANTAN TENGAH,Dec-20,6
KALIMANTAN TIMUR,Dec-20,43
KALIMANTAN UTARA,Dec-20,4
KEPULAUAN RIAU,Dec-20,154
LAMPUNG,Dec-20,88
MALUKU,Dec-20,2
MALUKU UTARA,Dec-20,28
NUSA TENGGARA BARAT,Dec-20,222
NUSA TENGGARA TIMUR,Dec-20,110
PAPUA,Dec-20,0
PAPUA BARAT,Dec-20,0
RIAU,Dec-20,65
SULAWESI BARAT,Dec-20,4
SULAWESI SELATA,Dec-20,95
SULAWESI TENGAH,Dec-20,39
SULAWESI TENGGARA,Dec-20,8
SULAWESI UTARA,Dec-20,46
SUMATERA BARAT,Dec-20,37
SUMATERA SELATA,Dec-20,137
SUMATERA UTARA,Dec-20,138
ACEH,Nov-20,23
BABEL,Nov-20,50
BALI,Nov-20,171
BANTEN,Nov-20,91
BENGKULU,Nov-20,37
D.I YOGYA,Nov-20,112
DKI JAKARTA,Nov-20,59
GORONTALO,Nov-20,9
JAMBI,Nov-20,26
JAWA BARAT,Nov-20,723
JAWA TENGAH,Nov-20,186
JAWA TIMUR,Nov-20,279
KALIMANTAN BARAT,Nov-20,7
KALIMANTAN SELATA,Nov-20,13
KALIMANTAN TENGAH,Nov-20,8
KALIMANTAN TIMUR,Nov-20,87
KALIMANTAN UTARA,Nov-20,35
KEPULAUAN RIAU,Nov-20,166
LAMPUNG,Nov-20,133
MALUKU,Nov-20,2
MALUKU UTARA,Nov-20,26
NUSA TENGGARA BARAT,Nov-20,88
NUSA TENGGARA TIMUR,Nov-20,103
PAPUA,Nov-20,0
PAPUA BARAT,Nov-20,2
RIAU,Nov-20,41
SULAWESI BARAT,Nov-20,8
SULAWESI SELATA,Nov-20,66
SULAWESI TENGAH,Nov-20,42
SULAWESI TENGGARA,Nov-20,9
SULAWESI UTARA,Nov-20,41
SUMATERA BARAT,Nov-20,31
SUMATERA SELATA,Nov-20,82
SUMATERA UTARA,Nov-20,207
ACEH,Oct-20,30
BABEL,Oct-20,56
BALI,Oct-20,120
BANTEN,Oct-20,58
BENGKULU,Oct-20,52
D.I YOGYA,Oct-20,73
DKI JAKARTA,Oct-20,36
GORONTALO,Oct-20,10
JAMBI,Oct-20,27
JAWA BARAT,Oct-20,592
JAWA TENGAH,Oct-20,135
JAWA TIMUR,Oct-20,226
KALIMANTAN BARAT,Oct-20,13
KALIMANTAN SELATA,Oct-20,12
KALIMANTAN TENGAH,Oct-20,6
KALIMANTAN TIMUR,Oct-20,84
KALIMANTAN UTARA,Oct-20,35
KEPULAUAN RIAU,Oct-20,139
LAMPUNG,Oct-20,101
MALUKU,Oct-20,0
MALUKU UTARA,Oct-20,22
NUSA TENGGARA BARAT,Oct-20,73
NUSA TENGGARA TIMUR,Oct-20,53
PAPUA,Oct-20,1
PAPUA BARAT,Oct-20,6
RIAU,Oct-20,52
SULAWESI BARAT,Oct-20,12
SULAWESI SELATA,Oct-20,38
SULAWESI TENGAH,Oct-20,35
SULAWESI TENGGARA,Oct-20,7
SULAWESI UTARA,Oct-20,43
SUMATERA BARAT,Oct-20,24
SUMATERA SELATA,Oct-20,57
SUMATERA UTARA,Oct-20,191
