Region,Date,Cases
SULAWESI SELATA,May-07,225
SULAWESI TENGAH,May-07,87
SULAWESI TENGGARA,May-07,193
SULAWESI UTARA,May-07,74
SUMATERA BARAT,May-07,232
SUMATERA SELATA,May-07,215
SUMATERA UTARA,May-07,264
,,
ACEH,Apr-07,56
BABEL,Apr-07,27
BALI,Apr-07,784
BANTEN,Apr-07,671
BENGKULU,Apr-07,12
D.I YOGYA,Apr-07,297
DKI JAKARTA,Apr-07,"5,112"
GORONTALO,Apr-07,10
JAMBI,Apr-07,17
JAWA BARAT,Apr-07,"3,060"
JAWA TENGAH,Apr-07,"1,976"
JAWA TIMUR,Apr-07,"2,654"
KALIMANTAN BARAT,Apr-07,31
KALIMANTAN SELATA,Apr-07,49
KALIMANTAN TENGAH,Apr-07,37
KALIMANTAN TIMUR,Apr-07,355
KEPULAUAN RIAU,Apr-07,75
LAMPUNG,Apr-07,461
MALUKU,Apr-07,0
MALUKU UTARA,Apr-07,42
NUSA TENGGARA BARAT,Apr-07,134
NUSA TENGGARA TIMUR,Apr-07,51
PAPUA,Apr-07,5
PAPUA BARAT,Apr-07,27
RIAU,Apr-07,59
SULAWESI BARAT,Apr-07,0
SULAWESI SELATA,Apr-07,312
SULAWESI TENGAH,Apr-07,175
SULAWESI TENGGARA,Apr-07,156
SULAWESI UTARA,Apr-07,137
SUMATERA BARAT,Apr-07,130
SUMATERA SELATA,Apr-07,240
SUMATERA UTARA,Apr-07,191
,,
ACEH,Mar-07,61
BABEL,Mar-07,17
BALI,Mar-07,575
BANTEN,Mar-07,695
BENGKULU,Mar-07,26
D.I YOGYA,Mar-07,452
DKI JAKARTA,Mar-07,"4,407"
GORONTALO,Mar-07,19
JAMBI,Mar-07,47
JAWA BARAT,Mar-07,"4,317"
JAWA TENGAH,Mar-07,"2,419"
JAWA TIMUR,Mar-07,"3,853"
KALIMANTAN BARAT,Mar-07,47
KALIMANTAN SELATA,Mar-07,143
KALIMANTAN TENGAH,Mar-07,82
KALIMANTAN TIMUR,Mar-07,555
KEPULAUAN RIAU,Mar-07,80
LAMPUNG,Mar-07,575
MALUKU,Mar-07,0
MALUKU UTARA,Mar-07,61
NUSA TENGGARA BARAT,Mar-07,99
NUSA TENGGARA TIMUR,Mar-07,189
PAPUA,Mar-07,6
PAPUA BARAT,Mar-07,35
RIAU,Mar-07,80
SULAWESI BARAT,Mar-07,1
SULAWESI SELATA,Mar-07,266
SULAWESI TENGAH,Mar-07,251
SULAWESI TENGGARA,Mar-07,151
SULAWESI UTARA,Mar-07,239
SUMATERA BARAT,Mar-07,137
SUMATERA SELATA,Mar-07,366
SUMATERA UTARA,Mar-07,222
,,
ACEH,Feb-07,122
BABEL,Feb-07,41
BALI,Feb-07,466
BANTEN,Feb-07,822
BENGKULU,Feb-07,48
D.I YOGYA,Feb-07,348
DKI JAKARTA,Feb-07,"3,550"
GORONTALO,Feb-07,67
JAMBI,Feb-07,84
JAWA BARAT,Feb-07,"5,765"
JAWA TENGAH,Feb-07,"3,493"
JAWA TIMUR,Feb-07,"4,326"
KALIMANTAN BARAT,Feb-07,123
KALIMANTAN SELATA,Feb-07,486
KALIMANTAN TENGAH,Feb-07,179
KALIMANTAN TIMUR,Feb-07,"1,050"
KEPULAUAN RIAU,Feb-07,190
LAMPUNG,Feb-07,"1,490"
MALUKU,Feb-07,0
MALUKU UTARA,Feb-07,43
NUSA TENGGARA BARAT,Feb-07,121
NUSA TENGGARA TIMUR,Feb-07,155
PAPUA,Feb-07,11
PAPUA BARAT,Feb-07,60
RIAU,Feb-07,163
SULAWESI BARAT,Feb-07,0
SULAWESI SELATA,Feb-07,518
SULAWESI TENGAH,Feb-07,277
SULAWESI TENGGARA,Feb-07,180
SULAWESI UTARA,Feb-07,307
SUMATERA BARAT,Feb-07,256
SUMATERA SELATA,Feb-07,833
SUMATERA UTARA,Feb-07,274
,,
ACEH,Jan-07,107
BABEL,Jan-07,32
BALI,Jan-07,276
BANTEN,Jan-07,594
BENGKULU,Jan-07,30
D.I YOGYA,Jan-07,252
DKI JAKARTA,Jan-07,"2,460"
GORONTALO,Jan-07,48
JAMBI,Jan-07,94
JAWA BARAT,Jan-07,"4,532"
JAWA TENGAH,Jan-07,"2,518"
JAWA TIMUR,Jan-07,"2,648"
KALIMANTAN BARAT,Jan-07,174
KALIMANTAN SELATA,Jan-07,534
KALIMANTAN TENGAH,Jan-07,247
KALIMANTAN TIMUR,Jan-07,"1,337"
KEPULAUAN RIAU,Jan-07,188
LAMPUNG,Jan-07,"1,125"
MALUKU,Jan-07,0
MALUKU UTARA,Jan-07,43
NUSA TENGGARA BARAT,Jan-07,63
NUSA TENGGARA TIMUR,Jan-07,84
PAPUA,Jan-07,10
PAPUA BARAT,Jan-07,34
RIAU,Jan-07,145
SULAWESI BARAT,Jan-07,0
SULAWESI SELATA,Jan-07,487
SULAWESI TENGAH,Jan-07,147
SULAWESI TENGGARA,Jan-07,84
SULAWESI UTARA,Jan-07,124
SUMATERA BARAT,Jan-07,172
SUMATERA SELATA,Jan-07,"1,240"
SUMATERA UTARA,Jan-07,242
