Region,Date,Cases
JAWA TENGAH,Mar-12,575
JAWA TIMUR,Mar-12,703
KALIMANTAN BARAT,Mar-12,114
KALIMANTAN SELATA,Mar-12,129
KALIMANTAN TENGAH,Mar-12,182
KALIMANTAN TIMUR,Mar-12,333
KEPULAUAN RIAU,Mar-12,64
LAMPUNG,Mar-12,678
MALUKU,Mar-12,25
MALUKU UTARA,Mar-12,6
NUSA TENGGARA BARAT,Mar-12,105
NUSA TENGGARA TIMUR,Mar-12,299
PAPUA,Mar-12,8
PAPUA BARAT,Mar-12,0
RIAU,Mar-12,99
SULAWESI BARAT,Mar-12,19
SULAWESI SELATA,Mar-12,245
SULAWESI TENGAH,Mar-12,260
SULAWESI TENGGARA,Mar-12,49
SULAWESI UTARA,Mar-12,100
SUMATERA BARAT,Mar-12,297
SUMATERA SELATA,Mar-12,326
SUMATERA UTARA,Mar-12,373
,,
ACEH,Feb-12,252
BABEL,Feb-12,113
BALI,Feb-12,371
BANTEN,Feb-12,386
BENGKULU,Feb-12,158
D.I YOGYA,Feb-12,64
DKI JAKARTA,Feb-12,848
GORONTALO,Feb-12,12
JAMBI,Feb-12,133
JAWA BARAT,Feb-12,"2,238"
JAWA TENGAH,Feb-12,527
JAWA TIMUR,Feb-12,756
KALIMANTAN BARAT,Feb-12,106
KALIMANTAN SELATA,Feb-12,198
KALIMANTAN TENGAH,Feb-12,286
KALIMANTAN TIMUR,Feb-12,256
KEPULAUAN RIAU,Feb-12,111
LAMPUNG,Feb-12,"1,305"
MALUKU,Feb-12,56
MALUKU UTARA,Feb-12,0
NUSA TENGGARA BARAT,Feb-12,113
NUSA TENGGARA TIMUR,Feb-12,447
PAPUA,Feb-12,10
PAPUA BARAT,Feb-12,1
RIAU,Feb-12,146
SULAWESI BARAT,Feb-12,62
SULAWESI SELATA,Feb-12,294
SULAWESI TENGAH,Feb-12,391
SULAWESI TENGGARA,Feb-12,53
SULAWESI UTARA,Feb-12,109
SUMATERA BARAT,Feb-12,305
SUMATERA SELATA,Feb-12,572
SUMATERA UTARA,Feb-12,395
,,
ACEH,Jan-12,321
BABEL,Jan-12,102
BALI,Jan-12,186
BANTEN,Jan-12,303
BENGKULU,Jan-12,114
D.I YOGYA,Jan-12,58
DKI JAKARTA,Jan-12,752
GORONTALO,Jan-12,2
JAMBI,Jan-12,257
JAWA BARAT,Jan-12,"2,007"
JAWA TENGAH,Jan-12,540
JAWA TIMUR,Jan-12,"1,008"
KALIMANTAN BARAT,Jan-12,117
KALIMANTAN SELATA,Jan-12,311
KALIMANTAN TENGAH,Jan-12,260
KALIMANTAN TIMUR,Jan-12,308
KEPULAUAN RIAU,Jan-12,161
LAMPUNG,Jan-12,"1,257"
MALUKU,Jan-12,5
MALUKU UTARA,Jan-12,19
NUSA TENGGARA BARAT,Jan-12,179
NUSA TENGGARA TIMUR,Jan-12,340
PAPUA,Jan-12,12
PAPUA BARAT,Jan-12,0
RIAU,Jan-12,164
SULAWESI BARAT,Jan-12,109
SULAWESI SELATA,Jan-12,325
SULAWESI TENGAH,Jan-12,368
SULAWESI TENGGARA,Jan-12,83
SULAWESI UTARA,Jan-12,89
SUMATERA BARAT,Jan-12,351
SUMATERA SELATA,Jan-12,804
SUMATERA UTARA,Jan-12,484
,,
ACEH,Dec-11,239
BABEL,Dec-11,160
BALI,Dec-11,128
BANTEN,Dec-11,134
BENGKULU,Dec-11,51
D.I YOGYA,Dec-11,30
DKI JAKARTA,Dec-11,231
GORONTALO,Dec-11,0
JAMBI,Dec-11,420
JAWA BARAT,Dec-11,"1,081"
JAWA TENGAH,Dec-11,111
JAWA TIMUR,Dec-11,469
KALIMANTAN BARAT,Dec-11,117
KALIMANTAN SELATA,Dec-11,307
KALIMANTAN TENGAH,Dec-11,159
KALIMANTAN TIMUR,Dec-11,133
KEPULAUAN RIAU,Dec-11,178
LAMPUNG,Dec-11,507
MALUKU,Dec-11,11
MALUKU UTARA,Dec-11,2
NUSA TENGGARA BARAT,Dec-11,21
NUSA TENGGARA TIMUR,Dec-11,39
PAPUA,Dec-11,0
PAPUA BARAT,Dec-11,0
RIAU,Dec-11,248
SULAWESI BARAT,Dec-11,131
SULAWESI SELATA,Dec-11,76
SULAWESI TENGAH,Dec-11,310
SULAWESI TENGGARA,Dec-11,40
SULAWESI UTARA,Dec-11,33
SUMATERA BARAT,Dec-11,318
SUMATERA SELATA,Dec-11,491
SUMATERA UTARA,Dec-11,568
,,
ACEH,Nov-11,188
BABEL,Nov-11,58
BALI,Nov-11,82
BANTEN,Nov-11,142
BENGKULU,Nov-11,115
D.I YOGYA,Nov-11,26
DKI JAKARTA,Nov-11,289
GORONTALO,Nov-11,2
JAMBI,Nov-11,450
JAWA BARAT,Nov-11,770
JAWA TENGAH,Nov-11,146
JAWA TIMUR,Nov-11,342
KALIMANTAN BARAT,Nov-11,146
KALIMANTAN SELATA,Nov-11,36
KALIMANTAN TENGAH,Nov-11,129
KALIMANTAN TIMUR,Nov-11,178
KEPULAUAN RIAU,Nov-11,143
LAMPUNG,Nov-11,122
MALUKU,Nov-11,0
MALUKU UTARA,Nov-11,0
NUSA TENGGARA BARAT,Nov-11,23
NUSA TENGGARA TIMUR,Nov-11,6
PAPUA,Nov-11,0
PAPUA BARAT,Nov-11,0
RIAU,Nov-11,603
SULAWESI BARAT,Nov-11,21
SULAWESI SELATA,Nov-11,134
SULAWESI TENGAH,Nov-11,288
SULAWESI TENGGARA,Nov-11,14
SULAWESI UTARA,Nov-11,18
SUMATERA BARAT,Nov-11,330
SUMATERA SELATA,Nov-11,285
SUMATERA UTARA,Nov-11,639
,,
ACEH,Oct-11,202
BABEL,Oct-11,36
BALI,Oct-11,80
BANTEN,Oct-11,91
BENGKULU,Oct-11,50
D.I YOGYA,Oct-11,22
DKI JAKARTA,Oct-11,339
GORONTALO,Oct-11,1
JAMBI,Oct-11,244
JAWA BARAT,Oct-11,754
JAWA TENGAH,Oct-11,177
JAWA TIMUR,Oct-11,220
KALIMANTAN BARAT,Oct-11,159
KALIMANTAN SELATA,Oct-11,5
KALIMANTAN TENGAH,Oct-11,66
KALIMANTAN TIMUR,Oct-11,125
KEPULAUAN RIAU,Oct-11,166
LAMPUNG,Oct-11,73
MALUKU,Oct-11,0
MALUKU UTARA,Oct-11,2
NUSA TENGGARA BARAT,Oct-11,1
NUSA TENGGARA TIMUR,Oct-11,1
PAPUA,Oct-11,0
PAPUA BARAT,Oct-11,0
RIAU,Oct-11,699
SULAWESI BARAT,Oct-11,32
SULAWESI SELATA,Oct-11,99
SULAWESI TENGAH,Oct-11,166
SULAWESI TENGGARA,Oct-11,16
SULAWESI UTARA,Oct-11,13
SUMATERA BARAT,Oct-11,318
SUMATERA SELATA,Oct-11,150
SUMATERA UTARA,Oct-11,530
,,
ACEH,Sep-11,153
BABEL,Sep-11,11
BALI,Sep-11,40
BANTEN,Sep-11,82
BENGKULU,Sep-11,34
D.I YOGYA,Sep-11,12
DKI JAKARTA,Sep-11,354
GORONTALO,Sep-11,0
JAMBI,Sep-11,209
JAWA BARAT,Sep-11,852
JAWA TENGAH,Sep-11,192
JAWA TIMUR,Sep-11,196
KALIMANTAN BARAT,Sep-11,119
KALIMANTAN SELATA,Sep-11,0
KALIMANTAN TENGAH,Sep-11,47
KALIMANTAN TIMUR,Sep-11,65
KEPULAUAN RIAU,Sep-11,82
LAMPUNG,Sep-11,65
MALUKU,Sep-11,0
MALUKU UTARA,Sep-11,2
NUSA TENGGARA BARAT,Sep-11,1
NUSA TENGGARA TIMUR,Sep-11,0
PAPUA,Sep-11,0
PAPUA BARAT,Sep-11,0
RIAU,Sep-11,305
SULAWESI BARAT,Sep-11,1
SULAWESI SELATA,Sep-11,82
SULAWESI TENGAH,Sep-11,192
SULAWESI TENGGARA,Sep-11,9
SULAWESI UTARA,Sep-11,5
SUMATERA BARAT,Sep-11,239
SUMATERA SELATA,Sep-11,147
SUMATERA UTARA,Sep-11,417
,,
ACEH,Aug-11,141
BABEL,Aug-11,8
BALI,Aug-11,65
BANTEN,Aug-11,118
BENGKULU,Aug-11,83
D.I YOGYA,Aug-11,28
DKI JAKARTA,Aug-11,534
GORONTALO,Aug-11,0
JAMBI,Aug-11,258
JAWA BARAT,Aug-11,"1,024"
JAWA TENGAH,Aug-11,233
JAWA TIMUR,Aug-11,197
KALIMANTAN BARAT,Aug-11,58
KALIMANTAN SELATA,Aug-11,4
KALIMANTAN TENGAH,Aug-11,20
KALIMANTAN TIMUR,Aug-11,76
KEPULAUAN RIAU,Aug-11,82
LAMPUNG,Aug-11,48
MALUKU,Aug-11,0
MALUKU UTARA,Aug-11,2
NUSA TENGGARA BARAT,Aug-11,8
NUSA TENGGARA TIMUR,Aug-11,0
PAPUA,Aug-11,0
PAPUA BARAT,Aug-11,0
RIAU,Aug-11,287
SULAWESI BARAT,Aug-11,1
SULAWESI SELATA,Aug-11,81
SULAWESI TENGAH,Aug-11,222
SULAWESI TENGGARA,Aug-11,8
SULAWESI UTARA,Aug-11,20
SUMATERA BARAT,Aug-11,177
SUMATERA SELATA,Aug-11,174
SUMATERA UTARA,Aug-11,415
,,
ACEH,Jul-11,140
BABEL,Jul-11,5
BALI,Jul-11,105
BANTEN,Jul-11,96
BENGKULU,Jul-11,59
D.I YOGYA,Jul-11,30
DKI JAKARTA,Jul-11,595
GORONTALO,Jul-11,1
JAMBI,Jul-11,127
JAWA BARAT,Jul-11,"1,257"
JAWA TENGAH,Jul-11,251
JAWA TIMUR,Jul-11,308
KALIMANTAN BARAT,Jul-11,27
KALIMANTAN SELATA,Jul-11,5
KALIMANTAN TENGAH,Jul-11,13
KALIMANTAN TIMUR,Jul-11,74
KEPULAUAN RIAU,Jul-11,61
LAMPUNG,Jul-11,80
MALUKU,Jul-11,0
MALUKU UTARA,Jul-11,10
NUSA TENGGARA BARAT,Jul-11,13
NUSA TENGGARA TIMUR,Jul-11,4
PAPUA,Jul-11,0
PAPUA BARAT,Jul-11,0
RIAU,Jul-11,162
SULAWESI BARAT,Jul-11,0
SULAWESI SELATA,Jul-11,118
SULAWESI TENGAH,Jul-11,128
SULAWESI TENGGARA,Jul-11,13
SULAWESI UTARA,Jul-11,34
SUMATERA BARAT,Jul-11,152
SUMATERA SELATA,Jul-11,124
SUMATERA UTARA,Jul-11,440
,,
ACEH,Jun-11,145
BABEL,Jun-11,14
BALI,Jun-11,188
BANTEN,Jun-11,161
BENGKULU,Jun-11,62
D.I YOGYA,Jun-11,50
DKI JAKARTA,Jun-11,565
GORONTALO,Jun-11,1
JAMBI,Jun-11,35
JAWA BARAT,Jun-11,"1,134"
JAWA TENGAH,Jun-11,375
JAWA TIMUR,Jun-11,337
KALIMANTAN BARAT,Jun-11,37
KALIMANTAN SELATA,Jun-11,2
KALIMANTAN TENGAH,Jun-11,15
KALIMANTAN TIMUR,Jun-11,92
KEPULAUAN RIAU,Jun-11,55
LAMPUNG,Jun-11,69
MALUKU,Jun-11,0
MALUKU UTARA,Jun-11,10
NUSA TENGGARA BARAT,Jun-11,41
NUSA TENGGARA TIMUR,Jun-11,2
PAPUA,Jun-11,0
PAPUA BARAT,Jun-11,0
RIAU,Jun-11,150
SULAWESI BARAT,Jun-11,0
SULAWESI SELATA,Jun-11,111
SULAWESI TENGAH,Jun-11,111
SULAWESI TENGGARA,Jun-11,7
SULAWESI UTARA,Jun-11,27
SUMATERA BARAT,Jun-11,157
SUMATERA SELATA,Jun-11,144
SUMATERA UTARA,Jun-11,389
,,
ACEH,May-11,183
BABEL,May-11,3
BALI,May-11,283
BANTEN,May-11,125
BENGKULU,May-11,54
D.I YOGYA,May-11,84
DKI JAKARTA,May-11,482
GORONTALO,May-11,5
JAMBI,May-11,28
JAWA BARAT,May-11,"1,218"
JAWA TENGAH,May-11,415
JAWA TIMUR,May-11,486
KALIMANTAN BARAT,May-11,18
KALIMANTAN SELATA,May-11,12
KALIMANTAN TENGAH,May-11,20
KALIMANTAN TIMUR,May-11,115
KEPULAUAN RIAU,May-11,44
LAMPUNG,May-11,70
MALUKU,May-11,0
MALUKU UTARA,May-11,14
NUSA TENGGARA BARAT,May-11,40
NUSA TENGGARA TIMUR,May-11,7
PAPUA,May-11,0
PAPUA BARAT,May-11,0
RIAU,May-11,134
SULAWESI BARAT,May-11,1
SULAWESI SELATA,May-11,165
SULAWESI TENGAH,May-11,90
SULAWESI TENGGARA,May-11,9
SULAWESI UTARA,May-11,47
SUMATERA BARAT,May-11,141
SUMATERA SELATA,May-11,119
SUMATERA UTARA,May-11,399
